Title,Lyrics
잼잼 (Jam Jam),"
[Chorus]
알 만한 사람끼리 이 정도 거짓말엔
속아주는 게 예의 아닌가요
될래 그깟 멍청이 뭐든 해봐요 우리
생각할 겨를조차 주지 마요
[Verse 1]
설탕이 필요해
난 몸에 나쁜 게 좀 필요해
뜨뜻미지근한 건 그만해
막 솔직하겠다고? 그게 뭐라고
[Verse 2]
I need some sugar
I need something fake
진심이란 게 뭐야? 난 상관 안 해
둘 다 알잖아 Limit 곧 끝날 텐데
식기 전에 날 부디 한껏 녹여줘 (Babe)
[Refrain]
덮고 그 위에 다시 얹고 또다시
덮고 그 위에 다시 얹고 또다시
덮고 그 위에 다시 얹고 또다시
덮고 그 위에 다시 얹고 또다시
[Chorus]
알 만한 사람끼리 이 정도 거짓말엔
속아주는 게 예의 아닌가요
될래 그깟 멍청이 뭐든 해봐요 우리
생각할 겨를조차 주지 마요
[Bridge]
Jam 설탕 탕 탕 사랑 랑 랑
Jam 설탕 탕 탕 사랑 랑 랑
[Verse 3]
사랑한다고 해
입에 발린 말을 해 예쁘게
끈적끈적 절여서 보관할게
썩지 않게 아주 오래
[Verse 4]
I need some sugar
I need something fake
천연 그런 거 몰라 자극적이게
굳이 알려고 하지 말자
의미 그놈의 의미
어서 다 녹여줘 (Babe)
[Refrain]
덮고 그 위에 다시 얹고 또다시
덮고 그 위에 다시 얹고 또다시
덮고 그 위에 다시 얹고 또다시
덮고 그 위에 다시 얹고 또다시
[Bridge]
Jam 아주 형체도 알아볼 수 없게
Jam (이것 봐)
온몸에 묻었어 (사랑 사랑 사랑)
Jam, baby make me be sweet
Baby make me so sweet baby
Jam, oh, baby make me be sweet
Baby make me so sweet
[Chorus]
알 만한 사람끼리 이 정도 거짓말엔
속아주는 게 예의 아닌가요
될래 그깟 멍청이 뭐든 해봐요 우리 (멍청이 우린)
생각할 겨를조차 주지 마요
[Refrain]
덮고 그 위에 다시 얹고 또다시
덮고 그 위에 다시 얹고 또다시
덮고 그 위에 다시 얹고 또다시
덮고 그 위에 다시 얹고 또다시"
Blueming,"
[Verse 1]
‘뭐해?‘라는 두 글자에
‘네가 보고 싶어’ 나의 속마음을 담아 우
이모티콘 하나하나 속에
달라지는 내 미묘한 심리를 알까 우
[Pre-Chorus]
아니 바쁘지 않아 nothing, na, na
잠들어 있지 않아 insomnia-nia-nia
지금 다른 사람과 함께이지 않아
응, 나도 너를 생각 중
[Chorus]
우리의 네모 칸은 bloom
엄지손가락으로 장미꽃을 피워
향기에 취할 것 같아 우
오직 둘만의 비밀의 정원
[Refrain]
(I feel) Bloom
(I feel) Bloom
(I feel) Bloom
너에게 한 송이를 더 보내
[Verse 2]
밤샘 작업으로 업데이트
흥미로운 이 작품의 지은이 that’s me 우
어쩜 이 관계의 클라이맥스
2막으로 넘어가기엔 지금이 good timing 우
[Pre-Chorus]
같은 맘인 걸 알아 rea-la-lize
말을 고르지 말아 just repla-la-la-ly
조금 장난스러운 나의 은유에
네 해석이 궁금해
[Chorus]
우리의 색은 gray and blue
엄지손가락으로 말풍선을 띄워
금세 터질 것 같아 우
호흡이 가빠져 어지러워
[Refrain]
(I feel) Blue
(I feel) Blue
(I feel) Blue
너에게 가득히 채워
[Bridge]
띄어쓰기없이보낼게사랑인것같애
백만송이장미꽃을, 나랑피워볼래?
꽃잎의 색은 우리 마음 가는 대로 칠해
시들 때도 예쁘게
[Chorus]
우리의 네모 칸은 bloom
엄지손가락으로 장미꽃을 피워
향기에 취할 것 같아 우
오직 둘만의 비밀의 정원
[Refrain]
(I feel) Bloom
(I feel) Bloom
(I feel) Bloom
너에게 한 송이를 더 보내"
Love Poem,"
[Verse 1: IU]
누구를 위해 누군가
기도하고 있나 봐
숨죽여 쓴 사랑시가
낮게 들리는 듯해
[Pre-Chorus: IU]
너에게로 선명히 날아가
늦지 않게 자리에 닿기를
[Chorus: IU]
I’ll be there
홀로 걷는 너의 뒤에
Singing till the end
그치지 않을 이 노래
아주 잠시만 귀 기울여 봐
유난히 긴 밤을 걷는 널 위해 부를게
[Verse 2: IU]
또 한 번 너의 세상에
별이 지고 있나 봐
숨죽여 삼킨 눈물이
여기 흐르는 듯해
[Pre-Chorus: IU]
할 말을 잃어 고요한 마음에
기억처럼 들려오는 목소리
[Chorus: IU]
I’ll be there
홀로 걷는 너의 뒤에
Singing till the end
그치지 않을 이 노래
아주 커다란 숨을 쉬어 봐
소리 내 우는 법을 잊은
널 위해 부를게
[Bridge: 하동균 & IU]
(다시 걸어갈 수 있도록)
부를게
(다시 사랑할 수 있도록)
[Chorus: IU]
Here I am
지켜봐 나를 난 절대
Singing till the end
멈추지 않아 이 노래
너의 긴 밤이 끝나는 그날
고개를 들어 바라본 그곳에 있을게"
이 지금 (dlwlrma),"
[Verse 1]
이건 비밀이야
아무에게도 고백하지 않았던
이야기를 들려주면
큰 눈으로 너는 묻지
How wow wow, whatever
[Verse 2]
나 실은 말이야
저기 아득한
미래로부터 날아왔어
쏟아질 듯이 빼곡한
별들 사이를 지나 Fly, fly, fly
[Pre-Chorus]
있지, 그곳도 사실
바보들 투성이야
아니, 매우 반짝이는 건
오히려 Now, now, now
[Chorus]
이 하루, 이 지금, 우리
눈부셔 아름다워
이 불꽃놀이는
끝나지 않을 거야
Ooh, Whatever
[Verse 3]
흐린 날이면
거짓말처럼 무섭게 깜깜했지
새침데기 태양은
뜨겁기는 커녕 Peacock
Blue blue blue, Whatever
[Verse 4]
매일매일
제멋대로인 바람결을
땋아서 만든
이 나침반이 가리킨
그 곳에서 발견!
Oh That's you you yes, you
[Pre-Chorus]
있지 저런 건 그저
자그만 돌멩이야
빛이 나는 건 여기 있잖아
Life is cool cool cool
[Chorus]
시간은 많아 이대로면 아마
영원히 살 수 있지 않을까
안녕 나의 주인공
그래 너를 만나러 나
짜잔 우아하게 등장!
[Bridge]
바로 이 하루 이 지금, 우리
눈부셔 아름다워
나는 확실히 알아
오늘의 불꽃놀이는
끝나지 않을 거야
우우우 우우우
우우우 우우우
[Outro]
더 놀라운 건 지금부터야"
가을 아침 (Autumn Morning),"
[Verse 1]
이른 아침 작은 새들 노랫소리 들려오면
언제나 그랬듯 아쉽게 잠을 깬다
창문 하나 햇살 가득 눈부시게 비쳐오고
서늘한 냉기에 재채기할까 말까 음
[Verse 2]
눈 비비며 빼꼼히 창밖을 내다보니
삼삼오오 아이들은 재잘대며 학교 가고
산책 갔다 오시는 아버지의 양손에는
효과를 알 수 없는 약수가 하나 가득 음
[Verse 3]
딸각딸각 아침 짓는 어머니의 분주함과
엉금엉금 냉수 찾는 그 아들의 게으름이
상큼하고 깨끗한 아침의 향기와
구수하게 밥 뜸드는 냄새가 어우러진
[Chorus]
가을 아침 내겐 정말 커다란 기쁨이야
가을 아침 내겐 정말 커다란 행복이야
응석만 부렸던 내겐
[Verse 4]
파란 하늘 바라보며 커다란 숨을 쉬니
드높은 하늘처럼 내 마음 편해지네
텅 빈 하늘 언제 왔나 고추잠자리 하나가
잠 덜 깬 듯 엉성히 돌기만 비잉비잉 음
[Verse 5]
토닥토닥 빨래하는 어머니의 분주함과
동기동기 기타 치는 그 아들의 한가함이
심심하면 쳐대는 괘종시계 종소리와
시끄러운 조카들의 울음소리 어우러진
[Chorus]
가을 아침 내겐 정말 커다란 기쁨이야
가을 아침 내겐 정말 커다란 행복이야
응석만 부렸던 내겐
가을 아침 내겐 정말 커다란 기쁨이야
가을 아침 내겐 정말 커다란 행복이야
뜬구름 쫓았던 내겐
[Verse 6]
이른 아침 작은 새들 노랫소리 들려오면
언제나 그랬듯 아쉽게 잠을 깬다
창문 하나 햇살 가득 눈부시게 비쳐오고
서늘한 냉기에 재채기할까 말까 음"
금요일에 만나요 (Friday),"
[Verse 1: IU]
월요일엔 아마 바쁘지 않을까
화요일도 성급해 보이지 안 그래
수요일은 뭔가 어정쩡한 느낌
목요일은 그냥 내가 왠지 싫어
[Pre-Chorus: IU]
우, 이번주 금요일
우, 금요일에 시간 어때요
[Chorus: IU]
주말까지 기다리긴 힘들어
시간아 달려라
시계를 더 보채고 싶지만
Mind control
일분 일초가 달콤해
이 남자 도대체 뭐야
사랑에 빠지지 않곤 못 배기겠어
온 종일 내 맘은
저기 시계바늘 위에 올라타
한 칸씩 그대에게 더 가까이
[Pre-Chorus: IU]
우, 이번주 금요일
우, 금요일에 시간 어때요
딱히 보고 싶은 영화는 없지만
딱히 먹고 싶은 메뉴는 없지만
[Chorus: IU]
주말까지 기다리긴 힘들어
시간아 달려라
시계를 더 보채고 싶지만
Mind control
일분 일초가 달콤해
이 남자 도대체 뭐야
사랑에 빠지지 않곤 못 배기겠어
온 종일 내 맘은
저기 시계바늘 위에 올라타
한 칸씩 그대에게 더 가까이
[Verse 2: Jang Yi-jeong &
Both
]
나 뭔가에 홀린 것 같아
이 여잔 도대체 뭐야
사랑해주지 않고는 못 배기겠어
돌아오는 이번주 금요일에 만나요
그 날 내 맘을 더 가져가줘요
[Outro: Both]
더 가까이 더 가까이 와요
더 가까이"
좋은 날 (Good Day),"
[Verse 1]
어쩜 이렇게 하늘은 더 파란 건지?
오늘따라 왜 바람은 또 완벽한지?
[Pre-Chorus]
그냥 모르는 척, 하나 못 들은 척
지워버린 척 딴 얘길 시작할까?
아무 말 못하게 입맞출까?
[Chorus]
눈물이 차올라서 고갤 들어
흐르지 못하게 또 살짝 웃어
내게 왜 이러는지? 무슨 말을 하는지?
오늘 했던 모든 말 저 하늘 위로
한 번도 못했던 말
울면서 할 줄은 나 몰랐던 말
나는요 오빠가 좋은 걸
어떡해?
[Verse 2]
새로 바뀐 내 머리가 별로였는지?
입고 나왔던 옷이 실수였던 건지?
[Pre-Chorus]
아직 모르는 척, 기억 안 나는 척
아무 일 없던 것처럼 굴어볼까?
그냥 나가자고 얘기할까?
[Chorus]
눈물이 차올라서 고갤 들어
흐르지 못하게 또 살짝 웃어
내게 왜 이러는지 무슨 말을 하는지
오늘 했던 모든 말 저 하늘 위로
한 번도 못했던 말
울면서 할 줄은 나 몰랐던 말
나는요 오빠가 좋은 걸
휴, 어떡해?
[Bridge]
이런 나를 보고, 그런 슬픈 말은
하지 말아요, oh (하지 말아요)
철없는 건지? 조금 둔한 건지?
믿을 수가 없는 걸요
[Chorus]
눈물은 나오는데 활짝 웃어
네 앞을 막고서 막 크게 웃어
내가 왜 이러는지? 부끄럼도 없는지?
자존심은 곱게 접어 하늘위로
한 번도 못했던 말
어쩌면 다신 못할 바로 그 말
나는요 오빠가 좋은 걸 (아이쿠, 하나, 둘)
I'm in my dream
[Outro]
It's too beautiful, beautiful day
Make it a good day
Just don't make me cry
이렇게 좋은 날"
너랑 나 (You & I),"
시곌 보며 속삭이는 비밀들
간절한 내 맘속 이야기
지금 내 모습을 해쳐도 좋아
나를 재촉하면 할수록 좋아
내 이름 불러줘
[Chorus]
손 틈새로 비치는
내 맘 들킬까 두려워
가슴이 막 벅차 서러워
조금만 꼭 참고 날 기다려줘
너랑 나랑은 지금 안되지
시계를 더 보채고 싶지만
네가 있던 미래에서
내 이름을 불러줘
[Verse 2]
내가 먼저 엿보고 온 시간들
너와 내가 함께였었지
나랑 놀아주는 그대가 좋아
내가 물어보면 그대도 좋아
내 이름이 뭐야
[Chorus]
손 틈새로 비치는
내 맘 들킬까 두려워
가슴이 막 벅차 서러워
조금만 꼭 참고 날 기다려줘
너랑 나랑은 지금 안되지
시계를 더 보채고 싶지만
네가 있던 미래에서
내 이름을 불러줘
[Verse 3]
눈 깜박하면 어른이 될 거에요
날 알아보겠죠
그댄 기억하겠죠
그래 기묘했던 아이
손 틈새로 비치는 네 모습 참 좋다
[Chorus]
손끝으로 돌리며
시곗바늘아 달려봐
조금만 더 빨리 날아봐
두 눈을 꼭 감고 마법을 건다
너랑 나랑은 조금 남았지
몇 날 몇실진 모르겠지만
네가 있을 미래에서
혹시 내가 헤맨다면
너를 알아볼 수 있게
내 이름을 불러줘"
친구야 친구 (My Dear Friend),"Korean
아프게 할퀴고 가는
날이 선 바람 속에도
한 줌 볕이 좋아서 웃나
바쁘게 스치고 가는
무정한 사람 속에도
한 줌 벗이 좋아서 웃나
외로움 없는 곳을 찾게 되면
나와 그 곳으로 함께 가다오
친구 친구야
너다워 고마워
친구 친구야
너다워 고마워
아무 말 없는 하늘이
어제와 달라 보여도
누구를 탓할 수가 있나
어쩌면 세상 모두가
무서운 꿈을 꾸는데
나 혼자만 울 수가 있나
돌아가고픈 곳이 있었지만
이젠 내 발자국마저 낯선데
친구 친구야
너다워 고마워
친구 친구야
너다워 고마워
Romanization
Appeuge halkwigo ganeun
Nari seon baram sogedo
Han joom byeot i johaseo utna
Bappeuge seuchigo ganeun
Mujeonghan saram sogedo
Han joom beosi johaseo utna
Waeroum eobtneun goseul chatge dwaemyeon
Nawa geu goseuro hamkke gada o
Chingu chinguya
Neoda wo gomawo
Chingu chinguya
Neoda wo gomawo
Amu mal eobtneun haneul i
Eoje wa dallaboyeodo
Nugureul tathal suga itna
Eojjeomyeon sesang moduga
Museoun kkumeul kkuneunde
Na honjaman ul suga itna
Doragago sippeun gosi isseotjiman
Ijen nae baljagukmajeo najseonde
Chingu chinguya
Neoda wo gomawo
Chingu chinguya
Neoda wo gomawo
Hmm~"
아이와 나의 바다 (My sea),"
[Verse 1]
그러나 시간이 지나도
아물지 않는 일들이 있지
내가 날 온전히 사랑하지 못해서
맘이 가난한 밤이야
[Pre-Chorus]
거울 속에 마주친 얼굴이 어색해서
습관처럼 조용히 눈을 감아
밤이 되면 서둘러 내일로 가고 싶어
수많은 소원 아래 매일 다른 꿈을 꾸던
[Chorus]
아이는 그렇게 오랜 시간
겨우 내가 되려고 아팠던 걸까
쌓이는 하루만큼 더 멀어져
우리는 화해할 수 없을 것 같아
나아지지 않을 것 같아
[Verse 2]
어린 날 내 맘엔 영원히
가물지 않는 바다가 있었지
이제는 흔적만이 남아 희미한 그곳엔
[Pre-Chorus]
설렘으로 차오르던 나의 숨소리와
머리 위로 선선히 부는 바람
파도가 되어 어디로든 달려가고 싶어
작은 두려움 아래 천천히 두 눈을 뜨면
[Chorus]
세상은 그렇게 모든 순간
내게로 와 눈부신 선물이 되고
숱하게 의심하던 나는 그제야
나에게 대답할 수 있을 것 같아
[Bridge]
선 너머에 기억이
나를 부르고 있어
아주 오랜 시간 동안
잊고 있던 목소리에
물결을 거슬러 나 돌아가
내 안의 바다가 태어난 곳으로
[Chorus]
휩쓸려 길을 잃어도 자유로와
더이상 날 가두는 어둠에 눈 감지 않아
두 번 다시 날 모른 척 하지 않아
[Outro]
그럼에도 여전히 가끔은
삶에게 지는 날들도 있겠지
또다시 헤매일지라도 돌아오는 길을 알아"
스물셋 (Twenty-Three),"
[Verse 1]
I'm twenty three 난 수수께끼 (Question)
뭐게요 맞혀봐요 (Uh?)
I'm twenty three 틀리지 말기 (Because)
난 몹시 예민해요
맞혀봐
[Verse 2]
한 떨기 스물셋 좀 아가씨 태가 나네
다 큰 척해도 적당히 믿어줘요 (Hmm)
얄미운 스물셋 아직 한참 멀었다 얘
덜 자란 척해도 대충 속아줘요
[Pre-Chorus]
난, 그래
확실히 지금이 좋아요
아냐, 아냐
사실은 때려 치고 싶어요
아 알겠어요
나는 사랑이 하고 싶어
아니 돈이나 많이 벌래
맞혀봐
[Chorus]
어느 쪽이게?
얼굴만 보면 몰라
속마음과 다른
표정을 짓는 일
아주 간단하거든
어느 쪽이게?
사실은 나도 몰라
애초에 나는 단 한 줄의
거짓말도 쓴 적이 없거든
[Post-Chorus]
여우인 척, 하는 곰인 척
하는 여우 아니면
아예 다른 거
어느 쪽이게?
뭐든 한 쪽을 골라
색안경 안에 비춰지는 거 뭐
이제 익숙하거든
[Interlude]
Check it out
[Verse 3]
겁나는 게 없어요 엉망으로 굴어도
사람들은 내게 매일 친절해요
인사하는 저 여자 모퉁이를 돌고도
아직 웃고 있을까 늘 불안해요
[Pre-Chorus]
난, 영원히
아이로 남고 싶어요
아니, 아니
물기 있는 여자가 될래요
아 정했어요
난 죽은 듯이 살래요
아냐, 다 뒤집어 볼래
맞혀봐
[Chorus]
어느 쪽이게?
얼굴만 보면 몰라
속마음과 다른
표정을 짓는 일
아주 간단하거든
어느 쪽이게?
사실은 나도 몰라
애초에 나는 단 한 줄의
거짓말도 쓴 적이 없거든
[Post-Chorus]
여우인 척, 하는 곰인 척 (여우인 척, 곰인 척)
하는 여우 아니면 (여우 아니면)
아예 다른 거 (어?)
어느 쪽이게?
뭐든 한 쪽을 골라
색안경 안에 비춰지는 거 뭐
이제 익숙하거든
[Bridge]
난 당신 맘에 들고 싶어요
아주 살짝만
얄밉게 해도 돼요?
난 당신 맘에 들고 싶어요
자기 머리 꼭대기 위에서
놀아도 돼요?
맞혀봐
[Chorus]
어느 쪽이게?
얼굴만 보면 몰라
속마음과 다른
표정을 짓는 일
아주 간단하거든
어느 쪽이게?
사실은 나도 몰라
애초에 나는 단 한 줄의
거짓말도 쓴 적이 없거든
[Post-Chorus]
여우인 척, 하는 곰인 척 (여우인 척, 곰인 척)
하는 여우 아니면 (여우 아니면)
아예 다른 거 (어? 어?)
어느 쪽이게?
뭐든 한 쪽을 골라
색안경 안에 비춰지는 거 뭐
이제 익숙하거든"
시간의 바깥 (above the time),"
[Verse 1]
서로를 닮아 기울어진 삶
소원을 담아 차오르는 달
하려다 만 괄호 속의 말
이제야 음 음 음
[Verse 2]
어디도 닿지 않는 나의 닻
넌 영원히 도착할 수 없는 섬 같아
헤매던 날
이제야 음 음 음
[Pre-Chorus]
기록하지 않아도
내가 널 전부 기억할 테니까
[Chorus]
기다려
기어이 우리가 만나면
시간의 테두리 바깥에서
과거를 밟지 않고 선다면
숨이 차게 춤을 추겠어
[Verse 3]
낮에도 밝지 않은 나의 밖
끝없는 밤 남겨진 반
넌 어떨까 나와 같을까
알 수 없음에 아파지던 맘
[Verse 4]
더 멀리 자유 그 위로 가자
내일이 우릴 찾지 못할
곳에서 기쁘게 만나
이제야
[Pre-Chorus]
한눈에 찾지 못해도 돼
내가 널 알아볼 테니까
[Chorus]
기다려
기어이 우리가 만나면
시간의 테두리 바깥에서
과거를 밟지 않고 선다면
숨이 차게 춤을 추겠어
[Instrumental Interlude]
[Bridge]
드디어 (드디어)
기다림의 이유를 만나러 (만나러)
꿈결에도 잊지 않았던
잠결에도 잊을 수 없었던
너의 이름을 불러 줄게
[Chorus]
기다려
잃어버렸던 널 되찾으러
엉키었던 시간을 견디어
미래를 쫓지 않을 두 발로
숨이 차게 달려가겠어
[Post-Chorus]
긴긴 서사를 거쳐
비로소 첫 줄로 적혀
나 두려움 따윈 없어
[Outro]
서로를 감아 포개어진 삶
그들을 가만 내려보는 달
여전히 많아 하고 싶은 말
우리 좀 봐 꼭 하나 같아"
나의 옛날이야기 (My Old Story),"쓸쓸하던 그 골목을 당신은 기억하십니까
지금도 난 기억합니다
사랑한단 말 못하고 애태우던 그 날들을
당신은 알고 있었습니까
철 없었던 지난 날의
아름답던 그 밤들을
아직도 난 사랑합니다
철없던 사람아
그대는 나의 모든 것을
앗으려 하나 무정한 사람아
수줍어서 말 못했나 내가 싫어 말 안했나
지금도 난 알 수 없어요
이 노래를 듣는다면 나에게로 와주오
그대여 난 기다립니다
무정한 사람아
이 밤도 나의 모든 것을
앗으려 하나 철 없던 사람아
오늘 밤도 내일 밤도
그리고 그 다음 밤도
영원히 난 기다립니다"
Into the I-LAND,"
[Verse 1]
I got pushed 떠밀려 왔어
오래도 찾아 헤맨 꿈의 문 앞에
내 안에 그 작은 노래가
작은 노래가 날 여기 데려왔어
[Verse 2]
외로워도 기댈 곳 없이
괴로워도 멈춤 없이
그저 참고 견딘 시간의 의미를
이제야 나 널 만난 후에야
손잡은 후에야 그 이유를 깨달아
[Pre-Chorus]
Yeah I’m scared 두렵긴 하지만
힘차게 뛰어가 let's just try
It’s our chance 수없이 새겨진
지난 발자국이 알아
[Chorus]
(Woah oh)
친구가 되어 함께 걸어줘
Let’s just run for our lives
(Woah oh)
손을 내밀어 그리고 약속해
Let’s just run for our lives
(Woah oh)
미래의 문이 열리고 약속의 그날이 보여
You and I
We can fly
넌 또 다른 나 난 또 다른 너
Let’s just run for our lives
[Post-Chorus]
(Woah oh)
너와 내 꿈의 I-LAND
Run for your heart, run for your life
너와 내 꿈의 I-LAND
Run for your heart, run for your life
[Verse 3]
외로워도 기댈 곳 없이
괴로워도 멈춤 없이
내게 지구는 꼭 무인도 같았어
But right now 넌 지금 내 옆에
지금 내 옆에 함께 달리고 있어
[Pre-Chorus]
Yeah I’m scared 떨리고 있지만
멈추지 말고 가 let's just try
It’s our chance 수없이 새겨진
지난 발자국이 알아
[Chorus]
(Woah oh)
친구가 되어 함께 걸어줘
Let’s just run for our lives
(Woah oh)
손을 내밀어 그리고 약속해
Let’s just run for our lives
[Bridge]
Woah oh
‘I’란 섬과 섬 사이
작은 선을 이어서 단단한 다릴 지어
Now I, and I, and I, and I are I-LAND
너와 난, 너와 난, 너와 난 하나인 거야
[Post-Chorus]
너와 내 꿈의 I-LAND
Run for your heart, run for your life
너와 내 꿈의 I-LAND
Run for your heart, run for your life
[Chorus]
(Woah oh)
친구가 되어 함께 걸어줘
Let’s just run for our lives
(Woah oh)
손을 내밀어 그리고 약속해
Let’s just run for our lives
(Woah oh)
꿈은 현실에 꽃피고 꽃은 불꽃 속에 빛나
You and I
We can fly
넌 또 다른 나 난 또 다른 너
Let’s just run for our lives
[Outro]
(Woah oh)
Oh
Run for your dream"
너의 의미 (Meaning of You),"
너의 한 마디 말도
그 웃음도 나에게 커다란 의미 (
나에게 하는 얘긴 아닌 것 같은데
)
너의 그 작은 눈빛도
쓸쓸한 그 뒷모습도 나에겐 힘겨운 약속 (
누구야
)
너의 모든 것은 내게로 와 (
말하지 말아
)
풀리지 않는 수수께끼가 되네 (
괜히 마음 상할 것 같다
)
슬픔은 간이역의 코스모스로 피고
스쳐 불어온 넌 향긋한 바람
나 이제 뭉게구름 위에 성을 짓고
널 향해 창을 내리 바람 드는 창을
[Hook: Kim Chang Wan &
IU
&
Together
]
너의 그 한 마디 말도
그 웃음도 나에겐 커다란 의미
너의 그 작은 눈빛도
쓸쓸한 그 뒷모습도 나에겐 힘겨운 약속
너의 모든 것은 내게로 와
풀리지 않는 수수께끼가 되네
슬픔은 간이역의 코스모스로 피고
스쳐 불어온 넌 향긋한 바람
나 이제 뭉게구름 위에 성을 짓고
널 향해 창을 내리 바람 드는 창을
슬픔은 간이역의 코스모스로 피고
스쳐 불어온 넌 향긋한 바람
나 이제 뭉게구름 위에 성을 짓고
널 향해 창을 내리 바람 드는 창을
[Hook: IU]
너의 그 한 마디 말도
그 웃음도 나에겐 커다란 의미
너의 그 작은 눈빛도
쓸쓸한 그 뒷모습도 나에겐 힘겨운 약속"
비밀의 화원 (Secret Garden),"
[Verse 1]
바람을 타고 날아오르는
새들은 걱정 없이
아름다운 태양 속으로
음표가 되어 나네
[Verse 2]
향기 나는 연필로 쓴 일기처럼
숨겨두었던 마음
기댈 수 있는 어깨가 있어
비가 와도 젖지 않아
[Pre-Chorus]
어제의 일들은 잊어
누구나 조금씩은 틀려
완벽한 사람은 없어
실수투성이고 외로운 나를 봐
[Chorus]
난 다시 태어난 것만 같아
그대를 만나고부터
그대 나의 초라한 마음을
받아준 순간부터 랄라라릴라
[Verse 3]
하루하루 조금씩 나아질 거야
그대가 지켜보니
힘을 내야지 행복해져야지
뒤뜰에 핀 꽃들처럼
[Pre-Chorus]
점심을 함께 먹어야지
새로 연 그 가게에서
새 샴푸를 사러 가야지
아침 하늘빛의 민트향이면 어떨까
[Chorus]
난 다시 꿈을 꾸게 되었어
그대를 만나고부터
그대 나의 초라한
마음을 받아준 순간부터 랄라라릴라
[Bridge]
월요일도 화요일도 봄에도
겨울에도 해가 질 무렵에도
비둘기를 안은 아이같이
행복해줘 나를 위해서
[Chorus]
난 다시 태어난 것만 같아
그대를 만나고부터
그대 나의 초라한 마음을
받아준 순간부터 랄라라릴라
난 다시 꿈을 꾸게 되었어
그대를 만나고부터
그대 나의 초라한 마음을
받아준 순간부터 랄라라릴라"
​strawberry moon,"
[Verse 1]
달이 익어가니 서둘러 젊은 피야
민들레 한 송이 들고
사랑이 어지러이 떠다니는 밤이야
날아가 사뿐히 이루렴
[Pre-Chorus]
팽팽한 어둠 사이로
떠오르는 기분
이 거대한 무중력에 혹 휘청해도
두렵진 않을 거야
[Chorus]
푸르른 우리 위로
커다란 strawberry moon 한 스쿱
나에게 너를 맡겨볼래, ayy-oh
바람을 세로질러
날아오르는 기분 so cool
삶이 어떻게 더 완벽해, ooh
[Verse 2]
다시 마주하기 어려운 행운이야
온몸에 심장이 뛰어
Oh, 오히려 기꺼이 헤매고픈 밤이야
너와 길 잃을 수 있다면
[Pre-Chorus]
맞잡은 서로의 손으로
출입구를 허문
이 무한함의 끝과 끝 또 위아래로
비행을 떠날 거야
[Chorus]
푸르른 우리 위로
커다란 strawberry moon 한 스쿱
나에게 너를 맡겨볼래, ayy-oh
바람을
세로질러
날아오르는 기분 so cool
삶이 어떻게 더 완벽해, ooh
[Bridge]
놀라워 이보다
꿈같은 순간이 또 있을까 (더 있을까)
아마도 우리가 처음 발견한
오늘 이 밤의 모든 것, 그 위로 날아
[Chorus]
푸르른 우리 위로
커다란 strawberry moon 한 스쿱
세상을 가져보니 어때, ayy-oh
바람을 세로질러
날아오르는 기분 so cool
삶이 어떻게 더 완벽해, ooh"
Black Out,"
[Verse 1]
놔 봐 나 완벽해 멀쩡해 집에 안 가도 돼
정말 구구단도 가능해 (칠칠에 사십구)
안 믿는 거 다 알아 (Nothing special)
기분 좋아서 그래 (Something special)
절대 나 괜찮아 맹세해 아 너나 좀 잘해
어머 쟤네 둘이서 키스해 하라지 뭐 어때
가서 아무나 안아 (Nothing special)
기분 좋아서 그래 (Something special)
[Pre-Chorus 1]
San Diego나 Santiago나 너는 상관없지
That she said ""Course, course I don’t care""
오늘 다시 안 오겠지? 당연히 올 리가 없지
여기부턴 기억 안 할래
[Chorus 1]
Hey Miss Dalloway, I love your party
이리 와서 나의 키스를 받아줘
사랑이 많은 건
전혀 나쁜 게 아니래요
[Verse 2]
잠깐 바닥이 일어났어 나 진짜 억울해
봐봐 쟤 나한테 인사해 (오지 마 위험해)
이상하게 보지 마 (Nothing special)
기분 좋아서 그래 (Something special)
[Pre-Chorus 2]
두 갈래로 보일 때는 대개는 왼쪽이 맞아
That he said ""But 나 멀쩡해""
오늘 다시 안 오겠지? 당연히 올 리가 없지
여기부턴 기억 안 할래
[Chorus 2]
Hey 거기 DJ I love your music
도대체 나를 어떻게 한 거야
다스베이더만 아니면
네가 내 첫사랑이야
[Chorus 1]
Hey Miss Dalloway, I love your party
이리 와서 나의 키스를 받아줘
사랑이 많은 건
전혀 나쁜 게 아니래요
[Chorus 2]
Hey 거기 DJ I love your music
도대체 나를 어떻게 한 거야
다스베이더만 아니면
네가 내 첫사랑이야"
